ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
1551,2022,028420,"Kennewick-Richland, WA",11-9151,Social and Community Service Managers,66,38.42,28.63,35.48,45.83,79920.00
1552,2022,028420,"Kennewick-Richland, WA",11-9199,"Managers, All Other",391,63.43,46.68,60.13,76.54,131930.00
1553,2022,028420,"Kennewick-Richland, WA",13-1020,Buyers and Purchasing Agents,381,37.97,28.91,36.39,46.03,78970.00
1554,2022,028420,"Kennewick-Richland, WA",13-1031,"Claims Adjusters, Examiners, and Investigators",56,50.17,36.93,61.60,63.05,104350.00
1555,2022,028420,"Kennewick-Richland, WA",13-1041,Compliance Officers,306,41.13,29.42,37.87,48.87,85550.00
1556,2022,028420,"Kennewick-Richland, WA",13-1051,Cost Estimators,258,39.02,29.24,36.57,46.86,81160.00
1557,2022,028420,"Kennewick-Richland, WA",13-1071,Human Resources Specialists,452,35.74,24.72,33.55,46.03,74340.00
1558,2022,028420,"Kennewick-Richland, WA",13-1075,Labor Relations Specialists,99,44.95,37.12,46.17,49.83,93490.00
1559,2022,028420,"Kennewick-Richland, WA",13-1081,Logisticians,45,34.94,23.11,36.57,43.02,72660.00
1560,2022,028420,"Kennewick-Richland, WA",13-1082,Project Management Specialists,486,50.78,36.79,47.64,59.47,105620.00
1561,2022,028420,"Kennewick-Richland, WA",13-1111,Management Analysts,251,48.96,31.02,46.35,56.64,101830.00
1562,2022,028420,"Kennewick-Richland, WA",13-1121,"Meeting, Convention, and Event Planners",44,23.80,18.06,23.46,26.69,49510.00
1563,2022,028420,"Kennewick-Richland, WA",13-1131,Fundraisers,44,29.25,22.22,28.01,33.55,60840.00
1564,2022,028420,"Kennewick-Richland, WA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",35,40.05,26.57,37.63,46.17,83300.00
1565,2022,028420,"Kennewick-Richland, WA",13-1151,Training and Development Specialists,298,40.99,28.91,36.98,49.33,85260.00
1566,2022,028420,"Kennewick-Richland, WA",13-1161,Market Research Analysts and Marketing Specialists,340,31.97,22.81,29.02,38.71,66490.00
1567,2022,028420,"Kennewick-Richland, WA",13-1199,"Business Operations Specialists, All Other",1029,39.25,28.91,36.36,47.94,81650.00
1568,2022,028420,"Kennewick-Richland, WA",13-2011,Accountants and Auditors,842,39.74,29.82,37.24,46.81,82650.00
1569,2022,028420,"Kennewick-Richland, WA",13-2020,Property Appraisers and Assessors,22,,,,,
1570,2022,028420,"Kennewick-Richland, WA",13-2031,Budget Analysts,15,38.02,26.54,37.93,45.77,79080.00
1571,2022,028420,"Kennewick-Richland, WA",13-2041,Credit Analysts,67,40.65,29.36,35.74,46.67,84550.00
1572,2022,028420,"Kennewick-Richland, WA",13-2051,Financial and Investment Analysts,63,44.61,37.38,46.61,50.83,92780.00
1573,2022,028420,"Kennewick-Richland, WA",13-2052,Personal Financial Advisors,101,62.68,35.89,48.78,78.35,130380.00
1574,2022,028420,"Kennewick-Richland, WA",13-2054,Financial Risk Specialists,15,43.33,30.27,38.65,46.47,90130.00
1575,2022,028420,"Kennewick-Richland, WA",13-2072,Loan Officers,266,38.54,23.31,29.62,47.92,80170.00
1576,2022,028420,"Kennewick-Richland, WA",13-2082,Tax Preparers,64,24.31,17.58,22.75,29.59,50550.00
1577,2022,028420,"Kennewick-Richland, WA",13-2099,"Financial Specialists, All Other",75,36.17,23.44,29.87,46.98,75230.00
1578,2022,028420,"Kennewick-Richland, WA",15-1211,Computer Systems Analysts,267,48.08,37.38,47.66,57.69,100010.00
1579,2022,028420,"Kennewick-Richland, WA",15-1231,Computer Network Support Specialists,50,37.85,30.03,38.14,44.39,78730.00
1580,2022,028420,"Kennewick-Richland, WA",15-1232,Computer User Support Specialists,366,33.69,23.05,29.45,37.98,70080.00
1581,2022,028420,"Kennewick-Richland, WA",15-1241,Computer Network Architects,45,52.59,44.88,49.31,62.44,109390.00
1582,2022,028420,"Kennewick-Richland, WA",15-1242,Database Administrators,44,34.47,22.65,28.99,44.64,71700.00
1583,2022,028420,"Kennewick-Richland, WA",15-1243,Database Architects,12,53.40,38.61,57.34,62.44,111070.00
1584,2022,028420,"Kennewick-Richland, WA",15-1244,Network and Computer Systems Administrators,168,42.45,35.55,44.18,48.78,88300.00
1585,2022,028420,"Kennewick-Richland, WA",15-1251,Computer Programmers,17,44.53,35.01,44.71,57.19,92630.00
1586,2022,028420,"Kennewick-Richland, WA",15-1252,Software Developers,530,54.98,44.40,56.65,70.83,114360.00
1587,2022,028420,"Kennewick-Richland, WA",15-1253,Software Quality Assurance Analysts and Testers,52,53.87,44.66,55.70,57.69,112050.00
1588,2022,028420,"Kennewick-Richland, WA",15-1254,Web Developers,37,37.93,24.29,38.64,47.23,78880.00
1589,2022,028420,"Kennewick-Richland, WA",15-1299,"Computer Occupations, All Other",167,36.95,22.63,30.05,44.62,76850.00
1590,2022,028420,"Kennewick-Richland, WA",15-2031,Operations Research Analysts,13,38.98,28.49,38.21,44.39,81070.00
1591,2022,028420,"Kennewick-Richland, WA",17-1011,"Architects, Except Landscape and Naval",48,42.66,34.83,38.05,49.86,88730.00
1592,2022,028420,"Kennewick-Richland, WA",17-1021,Cartographers and Photogrammetrists,17,38.21,34.62,37.61,38.06,79470.00
1593,2022,028420,"Kennewick-Richland, WA",17-1022,Surveyors,23,40.82,35.78,39.37,47.41,84910.00
1594,2022,028420,"Kennewick-Richland, WA",17-2041,Chemical Engineers,179,62.23,45.82,61.11,78.26,129430.00
1595,2022,028420,"Kennewick-Richland, WA",17-2051,Civil Engineers,485,46.52,35.42,44.32,56.90,96760.00
1596,2022,028420,"Kennewick-Richland, WA",17-2071,Electrical Engineers,395,56.45,45.24,57.88,63.30,117420.00
1597,2022,028420,"Kennewick-Richland, WA",17-2072,"Electronics Engineers, Except Computer",60,56.24,45.82,55.91,70.78,116980.00
1598,2022,028420,"Kennewick-Richland, WA",17-2081,Environmental Engineers,280,55.28,42.61,57.79,72.91,114970.00
1599,2022,028420,"Kennewick-Richland, WA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",39,54.35,38.21,47.74,61.55,113040.00
1600,2022,028420,"Kennewick-Richland, WA",17-2112,Industrial Engineers,140,46.91,37.40,45.82,57.88,97580.00
1601,2022,028420,"Kennewick-Richland, WA",17-2131,Materials Engineers,18,53.40,44.64,55.33,57.79,111070.00
1602,2022,028420,"Kennewick-Richland, WA",17-2141,Mechanical Engineers,648,49.97,37.38,45.82,57.88,103940.00
1603,2022,028420,"Kennewick-Richland, WA",17-2171,Petroleum Engineers,,44.56,29.48,37.61,48.02,92690.00
1604,2022,028420,"Kennewick-Richland, WA",17-2199,"Engineers, All Other",254,54.95,44.57,57.58,64.56,114300.00
1605,2022,028420,"Kennewick-Richland, WA",17-3011,Architectural and Civil Drafters,83,30.90,23.30,29.51,34.99,64270.00
1606,2022,028420,"Kennewick-Richland, WA",17-3013,Mechanical Drafters,38,30.30,22.85,29.53,36.48,63020.00
1607,2022,028420,"Kennewick-Richland, WA",17-3019,"Drafters, All Other",19,36.49,22.71,29.19,45.25,75890.00
1608,2022,028420,"Kennewick-Richland, WA",17-3022,Civil Engineering Technologists and Technicians,80,32.75,29.02,29.97,37.39,68110.00
1609,2022,028420,"Kennewick-Richland, WA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,112,31.16,22.52,29.02,37.16,64820.00
1610,2022,028420,"Kennewick-Richland, WA",17-3025,Environmental Engineering Technologists and Technicians,68,33.35,29.15,29.19,36.46,69370.00
1611,2022,028420,"Kennewick-Richland, WA",17-3026,Industrial Engineering Technologists and Technicians,52,21.26,19.10,19.11,19.34,44220.00
1612,2022,028420,"Kennewick-Richland, WA",17-3027,Mechanical Engineering Technologists and Technicians,89,35.72,23.69,35.95,49.05,74300.00
1613,2022,028420,"Kennewick-Richland, WA",17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",91,34.07,22.52,29.19,36.98,70870.00
1614,2022,028420,"Kennewick-Richland, WA",17-3031,Surveying and Mapping Technicians,39,25.27,21.45,24.02,28.56,52550.00
1615,2022,028420,"Kennewick-Richland, WA",19-1012,Food Scientists and Technologists,27,33.60,29.86,33.98,35.41,69880.00
1616,2022,028420,"Kennewick-Richland, WA",19-1013,Soil and Plant Scientists,55,38.60,29.08,35.64,45.08,80280.00
1617,2022,028420,"Kennewick-Richland, WA",19-1021,Biochemists and Biophysicists,19,53.14,36.03,45.64,57.66,110520.00
1618,2022,028420,"Kennewick-Richland, WA",19-1022,Microbiologists,18,,,,,
1619,2022,028420,"Kennewick-Richland, WA",19-1023,Zoologists and Wildlife Biologists,42,41.97,33.55,38.33,48.43,87310.00
1620,2022,028420,"Kennewick-Richland, WA",19-1042,"Medical Scientists, Except Epidemiologists",107,52.30,31.07,45.82,72.05,108780.00
1621,2022,028420,"Kennewick-Richland, WA",19-2041,"Environmental Scientists and Specialists, Including Health",234,42.89,30.43,38.54,49.96,89200.00
1622,2022,028420,"Kennewick-Richland, WA",19-2042,"Geoscientists, Except Hydrologists and Geographers",81,44.76,29.28,38.22,56.98,93100.00
1623,2022,028420,"Kennewick-Richland, WA",19-2043,Hydrologists,11,46.20,44.77,45.82,50.66,96090.00
1624,2022,028420,"Kennewick-Richland, WA",19-2099,"Physical Scientists, All Other",46,55.79,45.82,57.58,64.56,116040.00
1625,2022,028420,"Kennewick-Richland, WA",19-3033,Clinical and Counseling Psychologists,13,46.20,38.39,41.57,54.88,96090.00
1626,2022,028420,"Kennewick-Richland, WA",19-3034,School Psychologists,52,44.91,39.61,48.51,50.02,93420.00
1627,2022,028420,"Kennewick-Richland, WA",19-3051,Urban and Regional Planners,28,42.33,37.47,39.61,48.51,88050.00
1628,2022,028420,"Kennewick-Richland, WA",19-3091,Anthropologists and Archeologists,20,38.49,29.02,36.98,47.15,80050.00
1629,2022,028420,"Kennewick-Richland, WA",19-4013,Food Science Technicians,94,20.56,18.18,18.54,22.55,42750.00
1630,2022,028420,"Kennewick-Richland, WA",19-4021,Biological Technicians,115,22.56,18.13,22.28,24.50,46920.00
1631,2022,028420,"Kennewick-Richland, WA",19-4031,Chemical Technicians,150,29.93,22.28,28.05,44.37,62250.00
1632,2022,028420,"Kennewick-Richland, WA",19-4042,"Environmental Science and Protection Technicians, Including Health",273,38.35,28.05,44.30,44.30,79780.00
1633,2022,028420,"Kennewick-Richland, WA",19-5011,Occupational Health and Safety Specialists,228,53.82,38.93,56.98,63.90,111950.00
1634,2022,028420,"Kennewick-Richland, WA",21-1012,"Educational, Guidance, and Career Counselors and Advisors",193,39.68,30.85,37.92,47.58,82530.00
1635,2022,028420,"Kennewick-Richland, WA",21-1015,Rehabilitation Counselors,77,25.67,18.23,22.42,31.67,53390.00
1636,2022,028420,"Kennewick-Richland, WA",21-1018,"Substance abuse, behavioral disorder, and mental health counselors",297,28.55,21.92,23.72,30.60,59380.00
1637,2022,028420,"Kennewick-Richland, WA",21-1021,"Child, Family, and School Social Workers",272,28.39,22.55,28.01,34.11,59050.00
1638,2022,028420,"Kennewick-Richland, WA",21-1022,Healthcare Social Workers,94,28.68,23.08,29.51,37.14,59640.00
1639,2022,028420,"Kennewick-Richland, WA",21-1023,Mental Health and Substance Abuse Social Workers,66,26.44,18.68,29.01,33.30,54990.00
1640,2022,028420,"Kennewick-Richland, WA",21-1091,Health Education Specialists,,31.69,27.61,28.95,39.12,65920.00
1641,2022,028420,"Kennewick-Richland, WA",21-1092,Probation Officers and Correctional Treatment Specialists,115,32.79,30.85,32.10,34.14,68200.00
1642,2022,028420,"Kennewick-Richland, WA",21-1093,Social and Human Service Assistants,173,19.93,16.67,18.51,23.46,41440.00
1643,2022,028420,"Kennewick-Richland, WA",21-1094,Community Health Workers,55,21.69,16.81,18.79,24.11,45120.00
1644,2022,028420,"Kennewick-Richland, WA",21-1099,"Community and Social Service Specialists, All Other",46,30.05,22.82,29.06,38.78,62510.00
1645,2022,028420,"Kennewick-Richland, WA",21-2011,Clergy,11,30.89,24.69,30.50,35.01,64240.00
1646,2022,028420,"Kennewick-Richland, WA",23-1011,Lawyers,226,60.65,39.89,56.95,75.14,126160.00
1647,2022,028420,"Kennewick-Richland, WA",23-2011,Paralegals and Legal Assistants,95,32.35,22.91,29.50,36.53,67280.00
1648,2022,028420,"Kennewick-Richland, WA",23-2093,"Title Examiners, Abstractors, and Searchers",36,25.67,17.74,22.68,28.90,53390.00
1649,2022,028420,"Kennewick-Richland, WA",25-1022,"Mathematical Science Teachers, Postsecondary",16,,,,,68220.00
1650,2022,028420,"Kennewick-Richland, WA",25-1066,"Psychology Teachers, Postsecondary",16,,,,,69570.00
1651,2022,028420,"Kennewick-Richland, WA",25-1122,"Communications Teachers, Postsecondary",13,,,,,68170.00
1652,2022,028420,"Kennewick-Richland, WA",25-1123,"English Language and Literature Teachers, Postsecondary",24,,,,,63820.00
1653,2022,028420,"Kennewick-Richland, WA",25-1194,"Career/Technical Education Teachers, Postsecondary",183,37.74,26.39,30.80,46.60,78500.00
1654,2022,028420,"Kennewick-Richland, WA",25-2011,"Preschool Teachers, Except Special Education",291,16.04,14.11,14.38,16.75,33360.00
1655,2022,028420,"Kennewick-Richland, WA",25-2012,"Kindergarten Teachers, Except Special Education",240,,,,,77030.00
1656,2022,028420,"Kennewick-Richland, WA",25-2021,"Elementary School Teachers, Except Special Education",1498,,,,,79760.00
1657,2022,028420,"Kennewick-Richland, WA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",499,,,,,84340.00
1658,2022,028420,"Kennewick-Richland, WA",25-2023,"Career/Technical Education Teachers, Middle School",24,,,,,85810.00
1659,2022,028420,"Kennewick-Richland, WA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",699,,,,,85840.00
1660,2022,028420,"Kennewick-Richland, WA",25-2032,"Career/Technical Education Teachers, Secondary School",153,,,,,84680.00
1661,2022,028420,"Kennewick-Richland, WA",25-2051,"Special Education Teachers, Preschool",40,,,,,66600.00
1662,2022,028420,"Kennewick-Richland, WA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",161,,,,,76430.00
1663,2022,028420,"Kennewick-Richland, WA",25-2057,"Special Education Teachers, Middle School",65,,,,,79350.00
1664,2022,028420,"Kennewick-Richland, WA",25-2058,"Special Education Teachers, Secondary School",93,,,,,85220.00
1665,2022,028420,"Kennewick-Richland, WA",25-3011,"Adult Literacy, Remedial Educ., GED Teachers/Instructors",50,31.18,23.77,30.25,30.25,64850.00
1666,2022,028420,"Kennewick-Richland, WA",25-3021,Self-Enrichment Teachers,173,19.94,14.86,16.43,22.77,41460.00
1667,2022,028420,"Kennewick-Richland, WA",25-3031,"Substitute Teachers, Short-Term",521,18.18,17.78,17.93,18.55,37820.00
1668,2022,028420,"Kennewick-Richland, WA",25-3041,Tutors,24,16.38,14.51,14.51,16.20,34060.00
1669,2022,028420,"Kennewick-Richland, WA",25-3099,"Teachers and Instructors, All Other",46,,,,,58550.00
1670,2022,028420,"Kennewick-Richland, WA",25-4022,Librarians and Media Collections Specialists,73,42.90,37.56,46.10,48.23,89220.00
1671,2022,028420,"Kennewick-Richland, WA",25-9031,Instructional Coordinators,96,43.96,36.77,48.60,49.94,91430.00
1672,2022,028420,"Kennewick-Richland, WA",25-9045,"Teaching Assistants, Except Postsecondary",1801,,,,,36520.00
1673,2022,028420,"Kennewick-Richland, WA",25-9099,"Educational Instruction and Library Workers, All Other",36,29.23,23.51,28.37,38.07,60790.00
1674,2022,028420,"Kennewick-Richland, WA",27-1023,Floral Designers,42,15.79,14.33,14.55,17.35,32840.00
1675,2022,028420,"Kennewick-Richland, WA",27-1024,Graphic Designers,89,28.42,22.35,24.13,34.70,59110.00
1676,2022,028420,"Kennewick-Richland, WA",27-1026,Merchandise Displayers and Window Trimmers,115,18.09,14.52,17.36,20.21,37620.00
1677,2022,028420,"Kennewick-Richland, WA",27-2012,Producers and Directors,41,24.02,14.45,18.63,30.61,49950.00
1678,2022,028420,"Kennewick-Richland, WA",27-2022,Coaches and Scouts,249,,,,,42340.00
1679,2022,028420,"Kennewick-Richland, WA",27-3023,"News Analysts, Reporters, and Journalists",25,19.86,14.29,18.29,23.32,41310.00
1680,2022,028420,"Kennewick-Richland, WA",27-3031,Public Relations Specialists,159,43.31,31.07,40.57,59.59,90080.00
1681,2022,028420,"Kennewick-Richland, WA",27-3041,Editors,28,33.74,18.75,29.48,47.44,70180.00
1682,2022,028420,"Kennewick-Richland, WA",27-3042,Technical Writers,67,44.13,37.25,47.31,47.38,91800.00
1683,2022,028420,"Kennewick-Richland, WA",27-3091,Interpreters and Translators,36,24.86,20.92,24.06,24.08,51720.00
1684,2022,028420,"Kennewick-Richland, WA",27-4011,Audio and Video Technicians,11,30.88,21.23,27.14,36.51,64220.00
1685,2022,028420,"Kennewick-Richland, WA",27-4021,Photographers,22,21.66,14.61,19.04,26.08,45050.00
1686,2022,028420,"Kennewick-Richland, WA",29-1011,Chiropractors,25,40.23,28.68,29.25,48.14,83680.00
1687,2022,028420,"Kennewick-Richland, WA",29-1021,"Dentists, General",90,94.14,62.45,85.13,,195800.00
1688,2022,028420,"Kennewick-Richland, WA",29-1031,Dietitians and Nutritionists,37,31.45,28.76,29.50,37.61,65420.00
1689,2022,028420,"Kennewick-Richland, WA",29-1041,Optometrists,49,61.99,38.60,61.39,78.81,128940.00
1690,2022,028420,"Kennewick-Richland, WA",29-1051,Pharmacists,216,61.01,58.88,61.39,63.02,126890.00
1691,2022,028420,"Kennewick-Richland, WA",29-1071,Physician Assistants,90,62.14,49.29,61.34,75.23,129250.00
1692,2022,028420,"Kennewick-Richland, WA",29-1122,Occupational Therapists,72,39.08,37.32,38.35,48.18,81290.00
1693,2022,028420,"Kennewick-Richland, WA",29-1123,Physical Therapists,196,42.65,37.99,38.19,48.64,88720.00
1694,2022,028420,"Kennewick-Richland, WA",29-1126,Respiratory Therapists,63,34.27,29.50,37.61,37.84,71270.00
1695,2022,028420,"Kennewick-Richland, WA",29-1127,Speech-Language Pathologists,124,41.06,37.52,37.84,48.08,85390.00
1696,2022,028420,"Kennewick-Richland, WA",29-1131,Veterinarians,48,52.51,38.74,49.07,61.57,109230.00
1697,2022,028420,"Kennewick-Richland, WA",29-1141,Registered Nurses,2196,40.06,36.06,37.82,47.60,83320.00
1698,2022,028420,"Kennewick-Richland, WA",29-1171,Nurse Practitioners,173,57.60,48.07,60.74,71.63,119810.00
1699,2022,028420,"Kennewick-Richland, WA",29-1215,Family Medicine Physicians,,116.52,80.81,,,242360.00
1700,2022,028420,"Kennewick-Richland, WA",29-1221,"Pediatricians, General",45,,,,,
1701,2022,028420,"Kennewick-Richland, WA",29-1222,"Physicians, Pathologists",16,138.40,98.04,,,287870.00
1702,2022,028420,"Kennewick-Richland, WA",29-1229,"Physicians, All Other",175,139.84,80.81,,,290870.00
1703,2022,028420,"Kennewick-Richland, WA",29-1242,"Orthopedic Surgeons, Except Pediatric",12,,,,,
1704,2022,028420,"Kennewick-Richland, WA",29-1249,"Surgeons, All Other",15,,,,,
1705,2022,028420,"Kennewick-Richland, WA",29-1292,Dental Hygienists,257,46.24,46.03,47.06,47.86,96180.00
1706,2022,028420,"Kennewick-Richland, WA",29-2010,Clinical Laboratory Technologists and Technicians,227,26.88,18.17,23.25,34.72,55910.00
1707,2022,028420,"Kennewick-Richland, WA",29-2032,Diagnostic Medical Sonographers,112,41.02,37.82,37.94,48.18,85330.00
1708,2022,028420,"Kennewick-Richland, WA",29-2034,Radiologic Technologists and Technicians,162,31.66,28.80,29.79,37.61,65840.00
1709,2022,028420,"Kennewick-Richland, WA",29-2035,Magnetic Resonance Imaging Technologists,30,42.30,37.82,44.48,48.18,87980.00
1710,2022,028420,"Kennewick-Richland, WA",29-2042,Emergency Medical Technicians,127,16.08,14.20,14.62,17.87,33440.00
1711,2022,028420,"Kennewick-Richland, WA",29-2043,Paramedics,80,36.11,23.27,36.82,47.64,75120.00
1712,2022,028420,"Kennewick-Richland, WA",29-2052,Pharmacy Technicians,232,20.55,17.73,22.00,22.32,42740.00
1713,2022,028420,"Kennewick-Richland, WA",29-2055,Surgical Technologists,106,24.71,22.92,22.92,29.22,51400.00
1714,2022,028420,"Kennewick-Richland, WA",29-2056,Veterinary Technologists and Technicians,68,21.20,18.03,21.70,22.21,44090.00
1715,2022,028420,"Kennewick-Richland, WA",29-2057,Ophthalmic Medical Technicians,77,19.17,17.80,18.03,20.22,39870.00
1716,2022,028420,"Kennewick-Richland, WA",29-2061,Licensed Practical and Licensed Vocational Nurses,206,28.70,26.99,28.25,29.45,59690.00
1717,2022,028420,"Kennewick-Richland, WA",29-2072,Medical Records Specialists,134,22.92,18.20,21.92,28.44,47670.00
1718,2022,028420,"Kennewick-Richland, WA",29-2081,"Opticians, Dispensing",113,22.18,17.91,22.43,27.94,46130.00
1719,2022,028420,"Kennewick-Richland, WA",29-2099,"Health Technologists and Technicians, All Other",440,,,,,
1720,2022,028420,"Kennewick-Richland, WA",29-9099,"Healthcare Practitioners and Technical Workers, All Other",45,30.38,18.17,23.08,37.19,63180.00
1721,2022,028420,"Kennewick-Richland, WA",31-1120,Home Health and Personal Care Aides,3366,15.18,14.33,14.33,14.98,31580.00
1722,2022,028420,"Kennewick-Richland, WA",31-1131,Nursing Assistants,970,16.11,14.31,14.64,18.01,33500.00
1723,2022,028420,"Kennewick-Richland, WA",31-2011,Occupational Therapy Assistants,16,31.80,28.83,30.16,38.45,66140.00
1724,2022,028420,"Kennewick-Richland, WA",31-2021,Physical Therapist Assistants,64,28.72,23.59,29.58,30.22,59740.00
1725,2022,028420,"Kennewick-Richland, WA",31-2022,Physical Therapist Aides,68,15.81,14.33,14.53,14.70,32890.00
1726,2022,028420,"Kennewick-Richland, WA",31-9011,Massage Therapists,170,28.04,28.70,29.87,29.89,58310.00
1727,2022,028420,"Kennewick-Richland, WA",31-9091,Dental Assistants,437,21.71,18.33,22.42,23.04,45160.00
1728,2022,028420,"Kennewick-Richland, WA",31-9092,Medical Assistants,672,20.34,17.93,18.40,22.46,42310.00
1729,2022,028420,"Kennewick-Richland, WA",31-9093,Medical Equipment Preparers,64,18.84,14.95,18.27,23.16,39190.00
1730,2022,028420,"Kennewick-Richland, WA",31-9095,Pharmacy Aides,99,17.87,14.53,17.15,18.03,37160.00
1731,2022,028420,"Kennewick-Richland, WA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,76,16.30,14.42,16.75,17.61,33910.00
1732,2022,028420,"Kennewick-Richland, WA",31-9097,Phlebotomists,141,18.89,17.74,18.27,18.27,39280.00
1733,2022,028420,"Kennewick-Richland, WA",31-9099,"Healthcare Support Workers, All Other",133,20.96,17.98,18.65,23.38,43600.00
1734,2022,028420,"Kennewick-Richland, WA",33-1011,First-Line Supervisors of Correctional Officers,126,37.64,35.01,36.01,39.04,78300.00
1735,2022,028420,"Kennewick-Richland, WA",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,86,47.05,37.98,47.64,51.25,97870.00
1736,2022,028420,"Kennewick-Richland, WA",33-1091,First-Line Supervisors of Security Workers,40,41.46,31.47,40.18,51.03,86240.00
1737,2022,028420,"Kennewick-Richland, WA",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",19,29.48,27.38,29.48,31.65,61320.00
1738,2022,028420,"Kennewick-Richland, WA",33-2011,Firefighters,212,32.03,22.79,36.82,37.51,66610.00
1739,2022,028420,"Kennewick-Richland, WA",33-3012,Correctional Officers and Jailers,577,28.11,24.63,29.71,31.20,58480.00
1740,2022,028420,"Kennewick-Richland, WA",33-9032,Security Guards,382,26.68,17.27,24.34,38.88,55500.00
1741,2022,028420,"Kennewick-Richland, WA",33-9099,"Protective Service Workers, All Other",87,19.45,19.14,19.24,19.24,40450.00
1742,2022,028420,"Kennewick-Richland, WA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1116,20.61,15.33,18.13,22.98,42860.00
1743,2022,028420,"Kennewick-Richland, WA",35-2011,"Cooks, Fast Food",436,15.36,14.40,14.99,16.79,31940.00
1744,2022,028420,"Kennewick-Richland, WA",35-2012,"Cooks, Institution and Cafeteria",247,18.17,15.26,18.42,19.41,37790.00
1745,2022,028420,"Kennewick-Richland, WA",35-2014,"Cooks, Restaurant",822,17.83,16.49,17.31,18.11,37080.00
1746,2022,028420,"Kennewick-Richland, WA",35-2015,"Cooks, Short Order",67,16.69,14.70,14.87,18.48,34720.00
1747,2022,028420,"Kennewick-Richland, WA",35-2021,Food Preparation Workers,550,16.66,14.93,15.44,17.53,34650.00
1748,2022,028420,"Kennewick-Richland, WA",35-3011,Bartenders,328,20.89,14.40,17.50,23.30,43440.00
1749,2022,028420,"Kennewick-Richland, WA",35-3023,Fast Food and Counter Workers,3892,15.18,14.37,14.52,14.88,31580.00
1750,2022,028420,"Kennewick-Richland, WA",35-3031,Waiters and Waitresses,1080,20.36,14.45,17.16,23.50,42340.00
1751,2022,028420,"Kennewick-Richland, WA",35-3041,"Food Servers, Nonrestaurant",213,15.19,14.76,14.96,15.14,31580.00
1752,2022,028420,"Kennewick-Richland, WA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,184,16.12,14.58,14.86,15.09,33520.00
1753,2022,028420,"Kennewick-Richland, WA",35-9021,Dishwashers,295,15.96,14.22,14.79,17.04,33190.00
1754,2022,028420,"Kennewick-Richland, WA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",240,15.37,14.24,14.48,14.79,31960.00
1755,2022,028420,"Kennewick-Richland, WA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,51,21.44,17.83,18.94,23.78,44600.00
1756,2022,028420,"Kennewick-Richland, WA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",93,26.05,21.30,26.64,28.73,54180.00
1757,2022,028420,"Kennewick-Richland, WA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1317,17.61,14.68,16.19,18.75,36620.00
1758,2022,028420,"Kennewick-Richland, WA",37-2012,Maids and Housekeeping Cleaners,569,15.29,14.37,14.62,14.79,31810.00
1759,2022,028420,"Kennewick-Richland, WA",37-2021,Pest Control Workers,36,22.44,18.47,22.89,23.36,46670.00
1760,2022,028420,"Kennewick-Richland, WA",37-3011,Landscaping and Groundskeeping Workers,813,18.83,15.08,17.61,21.27,39170.00
1761,2022,028420,"Kennewick-Richland, WA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",52,21.04,18.21,23.23,23.23,43760.00
1762,2022,028420,"Kennewick-Richland, WA",37-3013,Tree Trimmers and Pruners,99,24.57,22.55,23.89,26.08,51100.00
1763,2022,028420,"Kennewick-Richland, WA",39-1014,"Entertainment and Recreation Workers Supervisors, Except Gambling Services",20,27.74,19.05,29.15,37.73,57700.00
1764,2022,028420,"Kennewick-Richland, WA",39-1022,First-Line Supervisors of Personal Service Workers,27,24.14,18.50,22.81,26.84,50220.00
1765,2022,028420,"Kennewick-Richland, WA",39-2011,Animal Trainers,15,15.44,14.61,14.61,14.61,32110.00
1766,2022,028420,"Kennewick-Richland, WA",39-2021,Animal Caretakers,128,17.05,14.32,14.61,18.03,35470.00
1767,2022,028420,"Kennewick-Richland, WA",39-3091,Amusement and Recreation Attendants,129,14.69,14.06,14.25,14.41,30550.00
1768,2022,028420,"Kennewick-Richland, WA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",229,19.73,17.30,18.50,22.43,41050.00
1769,2022,028420,"Kennewick-Richland, WA",39-5092,Manicurists and Pedicurists,126,18.38,14.43,17.22,21.76,38230.00
1770,2022,028420,"Kennewick-Richland, WA",39-9011,Childcare Workers,211,14.97,14.18,14.43,14.65,31140.00
