Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York,45-4022,Logging Equipment Operators,,42104,40049,33355,46479
10,2,Central New York,47-0000,Construction and Extraction Occupations,13250,62810,55056,39706,74362
10,2,Central New York,47-1011,Supervisors of Construction and Extraction Workers,1380,79902,79311,55446,92130
10,2,Central New York,47-2021,Brickmasons and Blockmasons,160,69378,66030,48870,79632
10,2,Central New York,47-2022,Stonemasons,,56991,63396,41405,64785
10,2,Central New York,47-2031,Carpenters,1520,58203,53342,40958,66826
10,2,Central New York,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,44809,46274,37280,48574
10,2,Central New York,47-2044,Tile and Marble Setters,120,56889,49257,39523,65572
10,2,Central New York,47-2051,Cement Masons and Concrete Finishers,270,59865,54756,42788,68405
10,2,Central New York,47-2061,Construction Laborers,2120,52600,47406,34978,61411
10,2,Central New York,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",200,44612,39707,29536,52583
10,2,Central New York,47-2073,Operating Engineers and Other Construction Equipment Operators,750,68536,53185,45990,79809
10,2,Central New York,47-2081,Drywall and Ceiling Tile Installers,170,52587,48294,41001,58380
10,2,Central New York,47-2111,Electricians,1500,74186,66456,44326,89117
10,2,Central New York,47-2121,Glaziers,50,66177,54085,36139,81196
10,2,Central New York,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",80,55493,51205,39326,63576
10,2,Central New York,47-2132,"Insulation Workers, Mechanical",120,96687,78960,50191,119935
10,2,Central New York,47-2141,"Painters, Construction and Maintenance",430,53011,50136,36318,61358
10,2,Central New York,47-2152,"Plumbers, Pipefitters, and Steamfitters",1090,69876,62211,43151,83238
10,2,Central New York,47-2161,Plasterers and Stucco Masons,,74304,71236,48504,87204
10,2,Central New York,47-2181,Roofers,290,56611,50653,37538,66147
10,2,Central New York,47-2211,Sheet Metal Workers,240,56042,49707,36332,65897
10,2,Central New York,47-2221,Structural Iron and Steel Workers,80,85483,68049,58467,98992
10,2,Central New York,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,43889,39179,35331,48168
10,2,Central New York,47-3012,Helpers--Carpenters,,40133,40446,34599,42900
10,2,Central New York,47-3013,Helpers--Electricians,90,39759,39033,32865,43205
10,2,Central New York,47-3019,"Helpers, Construction Trades, All Other",,47166,41491,34932,53283
10,2,Central New York,47-4011,Construction and Building Inspectors,500,72051,63343,46193,84979
10,2,Central New York,47-4021,Elevator Installers and Repairers,140,101608,110801,72056,116383
10,2,Central New York,47-4031,Fence Erectors,110,38647,37116,31532,42204
10,2,Central New York,47-4041,Hazardous Materials Removal Workers,130,53316,50801,38799,60574
10,2,Central New York,47-4051,Highway Maintenance Workers,1000,49419,49769,40608,53824
10,2,Central New York,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,140,48350,46938,39099,52975
10,2,Central New York,47-4090,Miscellaneous Construction and Related Workers,,54981,53880,40188,62377
10,2,Central New York,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",80,68102,53848,42486,80910
10,2,Central New York,47-5023,"Earth Drillers, Except Oil and Gas",,63240,66571,46362,71680
10,2,Central New York,47-5081,Helpers--Extraction Workers,,42011,40595,36408,44812
10,2,Central New York,49-0000,"Installation, Maintenance, and Repair Occupations",15550,58844,52070,37356,69587
10,2,Central New York,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1470,78884,71881,51910,92371
10,2,Central New York,49-2011,"Computer, Automated Teller, and Office Machine Repairers",220,50072,45383,36257,56981
10,2,Central New York,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",,49204,39344,32355,57628
10,2,Central New York,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",380,73345,77904,38632,90700
10,2,Central New York,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",210,72599,86993,49480,84159
10,2,Central New York,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",290,96615,102199,73261,108293
10,2,Central New York,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",,45406,42614,36254,49982
10,2,Central New York,49-2098,Security and Fire Alarm Systems Installers,160,56127,53190,42116,63131
10,2,Central New York,49-3011,Aircraft Mechanics and Service Technicians,60,81063,77553,63329,89930
10,2,Central New York,49-3021,Automotive Body and Related Repairers,330,52828,48884,37136,60673
10,2,Central New York,49-3022,Automotive Glass Installers and Repairers,,45923,47125,36716,50525
10,2,Central New York,49-3023,Automotive Service Technicians and Mechanics,1850,50192,49511,34698,57938
10,2,Central New York,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,880,57407,53111,43934,64142
10,2,Central New York,49-3041,Farm Equipment Mechanics and Service Technicians,80,49893,49690,37431,56124
10,2,Central New York,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",290,60175,61050,46771,66877
10,2,Central New York,49-3051,Motorboat Mechanics and Service Technicians,60,50157,48806,38213,56130
10,2,Central New York,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,140,42662,39140,34953,46518
10,2,Central New York,49-3091,Bicycle Repairers,,39004,38443,30566,43222
10,2,Central New York,49-3092,Recreational Vehicle Service Technicians,90,46242,47853,37149,50788
10,2,Central New York,49-3093,Tire Repairers and Changers,140,38364,36780,31627,41731
10,2,Central New York,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",260,83102,76760,59564,94871
10,2,Central New York,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",760,62429,59311,43113,72087
10,2,Central New York,49-9031,Home Appliance Repairers,,41818,41496,31315,47069
10,2,Central New York,49-9041,Industrial Machinery Mechanics,960,68256,65930,46214,79278
10,2,Central New York,49-9043,"Maintenance Workers, Machinery",210,55300,51155,37357,64270
10,2,Central New York,49-9044,Millwrights,,70290,67040,57012,76927
10,2,Central New York,49-9051,Electrical Power-Line Installers and Repairers,380,97778,106533,74008,109663
10,2,Central New York,49-9052,Telecommunications Line Installers and Repairers,340,71977,63180,47105,84412
10,2,Central New York,49-9062,Medical Equipment Repairers,60,56961,52189,38293,66294
10,2,Central New York,49-9069,"Precision Instrument and Equipment Repairers, All Other",,55114,49193,45192,60074
10,2,Central New York,49-9071,"Maintenance and Repair Workers, General",5090,48723,47533,34391,55888
10,2,Central New York,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",,44369,41462,33321,49894
10,2,Central New York,49-9094,Locksmiths and Safe Repairers,,62819,64434,46582,70938
10,2,Central New York,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",190,41494,38945,30206,47138
10,2,Central New York,49-9099,"Installation, Maintenance, and Repair Workers, All Other",230,58312,52390,35462,69738
10,2,Central New York,51-0000,Production Occupations,18830,50655,45867,33435,59265
10,2,Central New York,51-1011,First-Line Supervisors of Production and Operating Workers,1500,78670,68922,50487,92762
10,2,Central New York,51-2021,"Coil Winders, Tapers, and Finishers",,48295,51743,38104,53390
10,2,Central New York,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",1130,38741,34807,31181,42521
10,2,Central New York,51-2031,Engine and Other Machine Assemblers,,53454,63651,34805,62779
10,2,Central New York,51-2041,Structural Metal Fabricators and Fitters,90,52059,49395,39251,58464
10,2,Central New York,51-2090,Miscellaneous Assemblers and Fabricators,2260,42374,38903,31498,47812
10,2,Central New York,51-3011,Bakers,490,37272,35368,30654,40580
10,2,Central New York,51-3021,Butchers and Meat Cutters,300,39084,37418,30681,43285
10,2,Central New York,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,39937,36159,33870,42970
10,2,Central New York,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,32556,30315,29795,33937
10,2,Central New York,51-3092,Food Batchmakers,190,37853,35747,30776,41391
10,2,Central New York,51-3093,Food Cooking Machine Operators and Tenders,80,41930,39063,32441,46674
10,2,Central New York,51-3099,"Food Processing Workers, All Other",,38731,39017,32641,41776
10,2,Central New York,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",170,47043,46965,38327,51401
10,2,Central New York,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,48059,49750,42455,50861
10,2,Central New York,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,58164,69077,37578,68457
10,2,Central New York,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",290,41568,39393,33906,45400
10,2,Central New York,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",370,53051,42752,34137,62508
10,2,Central New York,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",110,47207,43964,37725,51948
10,2,Central New York,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,68811,70394,60590,72921
10,2,Central New York,51-4041,Machinists,690,53830,50552,38381,61554
10,2,Central New York,51-4051,Metal-Refining Furnace Operators and Tenders,50,54506,54842,40152,61684
10,2,Central New York,51-4071,Foundry Mold and Coremakers,,44064,38839,35054,48570
10,2,Central New York,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",500,42174,42347,31146,47688
10,2,Central New York,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",410,47029,41930,36978,52054
10,2,Central New York,51-4111,Tool and Die Makers,170,64920,65977,44687,75037
10,2,Central New York,51-4121,"Welders, Cutters, Solderers, and Brazers",670,53994,49940,39534,61224
10,2,Central New York,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,45351,42842,33769,51143
10,2,Central New York,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,41609,39096,33342,45743
10,2,Central New York,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",70,42210,41826,35923,45353
10,2,Central New York,51-5111,Prepress Technician and Workers,60,46476,41742,37335,51045
10,2,Central New York,51-5112,Printing Press Operators,420,46505,47227,34004,52756
10,2,Central New York,51-5113,Print Binding and Finishing Workers,70,37058,34549,30234,40469
10,2,Central New York,51-6011,Laundry and Dry-Cleaning Workers,420,32105,30237,29536,33546
10,2,Central New York,51-6021,"Pressers, Textile, Garment, and Related Materials",70,32562,30328,29605,34041
10,2,Central New York,51-6031,Sewing Machine Operators,80,35805,32555,30146,38635
10,2,Central New York,51-6052,"Tailors, Dressmakers, and Custom Sewers",,33370,32355,30079,35015
10,2,Central New York,51-6093,Upholsterers,,44438,48306,34926,49195
10,2,Central New York,51-7011,Cabinetmakers and Bench Carpenters,170,44199,44942,33196,49700
10,2,Central New York,51-7021,Furniture Finishers,100,40680,38118,33426,44307
10,2,Central New York,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",120,39545,38354,32255,43190
10,2,Central New York,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",120,40007,37742,33158,43432
10,2,Central New York,51-8013,Power Plant Operators,170,98495,99676,61484,117001
10,2,Central New York,51-8021,Stationary Engineers and Boiler Operators,150,72358,68957,53962,81556
10,2,Central New York,51-8031,Water and Wastewater Treatment Plant and System Operators,250,58176,56563,45225,64650
10,2,Central New York,51-8099,"Plant and System Operators, All Other",,59366,59144,43872,67112
10,2,Central New York,51-9011,Chemical Equipment Operators and Tenders,,56618,53701,44511,62670
10,2,Central New York,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",200,53928,58812,40819,60482
10,2,Central New York,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,45822,46730,33081,52193
10,2,Central New York,51-9022,"Grinding and Polishing Workers, Hand",,40366,36541,32665,44216
10,2,Central New York,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",190,50128,48547,36108,57139
10,2,Central New York,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",120,45721,43265,35262,50950
10,2,Central New York,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,45625,49465,35003,50936
10,2,Central New York,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1470,50412,50163,36150,57543
10,2,Central New York,51-9071,Jewelers and Precious Stone and Metal Workers,50,55527,50363,37302,64639
10,2,Central New York,51-9081,Dental Laboratory Technicians,230,49868,48348,37477,56062
10,2,Central New York,51-9082,Medical Appliance Technicians,,47389,47748,40142,51013
10,2,Central New York,51-9083,Ophthalmic Laboratory Technicians,70,38581,36117,32066,41838
10,2,Central New York,51-9111,Packaging and Filling Machine Operators and Tenders,1000,51597,47749,33637,60577
10,2,Central New York,51-9123,"Painting, Coating, and Decorating Workers",,36515,33697,32113,38716
10,2,Central New York,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",190,43489,40149,33212,48628
10,2,Central New York,51-9161,Computer Numerically Controlled Tool Operators,320,46830,43787,35050,52719
10,2,Central New York,51-9162,Computer Numerically Controlled Tool Programmers,70,65073,62927,48377,73422
10,2,Central New York,51-9191,Adhesive Bonding Machine Operators and Tenders,,44254,43166,36562,48099
10,2,Central New York,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,38981,39030,30791,43075
10,2,Central New York,51-9193,Cooling and Freezing Equipment Operators and Tenders,,42108,37421,29783,48270
10,2,Central New York,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",110,48327,50344,36497,54241
10,2,Central New York,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",,54650,54591,40161,61894
10,2,Central New York,51-9198,Helpers--Production Workers,310,40218,39565,32899,43878
10,2,Central New York,51-9199,"Production Workers, All Other",240,35193,31620,29536,38309
10,2,Central New York,53-0000,Transportation and Material Moving Occupations,26230,45063,40172,31899,51645
10,2,Central New York,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",1210,63091,61347,43848,72713
10,2,Central New York,53-2012,Commercial Pilots,,123621,115485,77449,146708
10,2,Central New York,53-3031,Driver/Sales Workers,760,39116,37309,29536,44154
10,2,Central New York,53-3032,Heavy and Tractor-Trailer Truck Drivers,4400,57385,52147,41775,65191
10,2,Central New York,53-3033,Light Truck or Delivery Services Drivers,2890,44786,39606,31481,51440
10,2,Central New York,53-3051,"Bus Drivers, School",1400,56082,52113,39088,64578
10,2,Central New York,53-3052,"Bus Drivers, Transit and Intercity",80,42234,38465,35497,45603
10,2,Central New York,53-3053,Shuttle Drivers and Chauffeurs,600,36906,34332,30144,40288
10,2,Central New York,53-3054,Taxi Drivers,,31642,30747,29536,32927
10,2,Central New York,53-3099,"Motor Vehicle Operators, All Other",130,48637,55243,31873,57019
10,2,Central New York,53-6021,Parking Lot Attendants,190,34087,32484,30095,36082
10,2,Central New York,53-6031,Automotive and Watercraft Service Attendants,210,35830,35908,30965,38263
10,2,Central New York,53-6051,Transportation Inspectors,,66064,65472,56247,70972
10,2,Central New York,53-7011,Conveyor Operators and Tenders,50,39482,35889,34912,41767
10,2,Central New York,53-7021,Crane and Tower Operators,,118389,113812,66705,144231
10,2,Central New York,53-7051,Industrial Truck and Tractor Operators,1040,46255,42989,35452,51657
10,2,Central New York,53-7061,Cleaners of Vehicles and Equipment,770,34731,32082,30178,37008
10,2,Central New York,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",5330,39165,37726,31793,42850
10,2,Central New York,53-7063,Machine Feeders and Offbearers,,38663,37664,33070,41459
10,2,Central New York,53-7064,"Packers and Packagers, Hand",780,36881,36227,30305,40169
10,2,Central New York,53-7065,Stockers and Order Fillers,5830,38164,36639,31307,41592
10,2,Central New York,53-7081,Refuse and Recyclable Material Collectors,130,38657,39101,31009,42482
10,2,Central New York,53-7121,"Tank Car, Truck, and Ship Loaders",,51617,51289,38529,58162
10,3,Finger Lakes,00-0000,"Total, All Occupations",530020,61323,48485,32121,75924
10,3,Finger Lakes,11-0000,Management Occupations,26260,134510,109804,63026,170252
10,3,Finger Lakes,11-1011,Chief Executives,250,311768,199738,112070,411617
10,3,Finger Lakes,11-1021,General and Operations Managers,10660,126187,100588,54125,162217
10,3,Finger Lakes,11-1031,Legislators,460,108098,88996,46969,138663
10,3,Finger Lakes,11-2011,Advertising and Promotions Managers,80,150693,128165,83215,184430
10,3,Finger Lakes,11-2021,Marketing Managers,860,159842,143715,92556,193485
10,3,Finger Lakes,11-2022,Sales Managers,950,176040,161899,87204,220459
10,3,Finger Lakes,11-2032,Public Relations Managers,90,157069,141745,95268,187969
10,3,Finger Lakes,11-2033,Fundraising Managers,120,166616,135406,94380,202734
10,3,Finger Lakes,11-3012,Administrative Services Managers,480,124850,112871,78743,147902
10,3,Finger Lakes,11-3013,Facilities Managers,520,113227,104243,71272,134206
10,3,Finger Lakes,11-3021,Computer and Information Systems Managers,1330,164472,158363,108496,192460
10,3,Finger Lakes,11-3031,Financial Managers,1720,174458,156708,98478,212449
10,3,Finger Lakes,11-3051,Industrial Production Managers,820,126997,116145,80330,150331
10,3,Finger Lakes,11-3061,Purchasing Managers,190,147570,137036,93522,174595
10,3,Finger Lakes,11-3071,"Transportation, Storage, and Distribution Managers",330,108881,102575,69903,128369
10,3,Finger Lakes,11-3111,Compensation and Benefits Managers,60,154787,164969,102095,181133
10,3,Finger Lakes,11-3121,Human Resources Managers,440,165107,141197,96981,199170
10,3,Finger Lakes,11-3131,Training and Development Managers,140,138540,128420,78530,168545
10,3,Finger Lakes,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",,62759,49945,45349,71464
10,3,Finger Lakes,11-9021,Construction Managers,360,122457,104760,73468,146951
10,3,Finger Lakes,11-9031,"Education Administrators, Preschool and Childcare Center/Program",150,55158,49618,36827,64323
10,3,Finger Lakes,11-9032,"Education Administrators, Elementary and Secondary School",1230,117095,106774,84992,133146
10,3,Finger Lakes,11-9033,"Education Administrators, Postsecondary",,159865,134081,95373,192111
10,3,Finger Lakes,11-9039,"Education Administrators, All Other",80,96128,81555,56672,115856
10,3,Finger Lakes,11-9041,Architectural and Engineering Managers,530,153744,143904,110894,175169
10,3,Finger Lakes,11-9051,Food Service Managers,810,68638,59630,46311,79803
10,3,Finger Lakes,11-9072,"Entertainment and Recreation Managers, Except Gambling",,76719,80418,49333,90411
10,3,Finger Lakes,11-9081,Lodging Managers,120,73055,61684,43761,87702
10,3,Finger Lakes,11-9111,Medical and Health Services Managers,1330,158712,131233,81300,197417
10,3,Finger Lakes,11-9121,Natural Sciences Managers,80,159352,136827,95215,191422
10,3,Finger Lakes,11-9131,Postmasters and Mail Superintendents,60,87935,85594,79417,92194
10,3,Finger Lakes,11-9141,"Property, Real Estate, and Community Association Managers",400,101305,62350,48693,127611
10,3,Finger Lakes,11-9151,Social and Community Service Managers,650,82515,78669,58579,94484
10,3,Finger Lakes,11-9161,Emergency Management Directors,,98339,81756,65481,114769
10,3,Finger Lakes,11-9171,Funeral Home Managers,,85694,70464,45995,105544
10,3,Finger Lakes,11-9179,"Personal Service Managers, All Other",,66539,57660,51758,73929
10,3,Finger Lakes,11-9199,"Managers, All Other",390,121732,112672,62774,151212
10,3,Finger Lakes,13-0000,Business and Financial Operations Occupations,29800,84162,77513,49137,101675
10,3,Finger Lakes,13-1020,Buyers and Purchasing Agents,1660,72345,66653,46400,85318
10,3,Finger Lakes,13-1031,"Claims Adjusters, Examiners, and Investigators",690,75494,76581,50499,87992
10,3,Finger Lakes,13-1041,Compliance Officers,1370,71683,66676,38274,88386
10,3,Finger Lakes,13-1051,Cost Estimators,810,66678,62642,38077,80978
10,3,Finger Lakes,13-1071,Human Resources Specialists,2720,72918,65311,45951,86401
10,3,Finger Lakes,13-1075,Labor Relations Specialists,250,86273,83732,52935,102941
10,3,Finger Lakes,13-1081,Logisticians,460,80674,75263,55528,93246
10,3,Finger Lakes,13-1082,Project Management Specialists,3330,100509,98113,63262,119132
10,3,Finger Lakes,13-1111,Management Analysts,2000,102644,86976,63141,122395
10,3,Finger Lakes,13-1121,"Meeting, Convention, and Event Planners",430,56775,51599,35718,67304
10,3,Finger Lakes,13-1131,Fundraisers,600,72104,65184,44533,85889
10,3,Finger Lakes,13-1141,"Compensation, Benefits, and Job Analysis Specialists",370,75514,71107,51722,87411
10,3,Finger Lakes,13-1151,Training and Development Specialists,1320,68088,63184,41801,81231
10,3,Finger Lakes,13-1161,Market Research Analysts and Marketing Specialists,3180,78039,67205,45529,94295
10,3,Finger Lakes,13-1199,"Business Operations Specialists, All Other",1490,77843,68327,46760,93384
10,3,Finger Lakes,13-2011,Accountants and Auditors,5160,87085,79428,54504,103377
10,3,Finger Lakes,13-2020,Appraisers and Assessors of Real Estate,200,79295,67967,45151,96367
10,3,Finger Lakes,13-2031,Budget Analysts,120,82006,78130,49672,98173
10,3,Finger Lakes,13-2051,Financial Analysts,1060,106274,84680,64077,127372
10,3,Finger Lakes,13-2052,Personal Financial Advisors,650,131262,100965,57764,168012
10,3,Finger Lakes,13-2053,Insurance Underwriters,160,91475,81300,58255,108084
10,3,Finger Lakes,13-2054,Financial Risk Specialists,160,141203,102885,64108,179749
10,3,Finger Lakes,13-2061,Financial Examiners,180,89607,80705,54329,107247
10,3,Finger Lakes,13-2071,Credit Counselors,140,56142,50458,42742,62842
10,3,Finger Lakes,13-2072,Loan Officers,660,87980,75217,46202,108868
10,3,Finger Lakes,13-2081,"Tax Examiners and Collectors, and Revenue Agents",,80655,77593,54867,93550
10,3,Finger Lakes,13-2082,Tax Preparers,240,56856,48770,32350,69109
10,3,Finger Lakes,13-2099,"Financial Specialists, All Other",130,72643,53274,43564,87183
10,3,Finger Lakes,15-0000,Computer and Mathematical Occupations,13960,95927,88017,55658,116061
10,3,Finger Lakes,15-1211,Computer Systems Analysts,990,100105,95495,67224,116546
10,3,Finger Lakes,15-1212,Information Security Analysts,330,113796,108262,72842,134273
10,3,Finger Lakes,15-1221,Computer and Information Research Scientists,,120408,108438,88065,136578
10,3,Finger Lakes,15-1231,Computer Network Support Specialists,700,68320,61920,50629,77165
10,3,Finger Lakes,15-1232,Computer User Support Specialists,2380,61574,56412,41899,71412
10,3,Finger Lakes,15-1241,Computer Network Architects,550,118189,113755,77787,138389
10,3,Finger Lakes,15-1242,Database Administrators,230,97972,94346,58903,117506
10,3,Finger Lakes,15-1243,Database Architects,120,128151,129539,78627,152914
10,3,Finger Lakes,15-1244,Network and Computer Systems Administrators,1410,94091,87555,64290,108991
10,3,Finger Lakes,15-1251,Computer Programmers,700,92795,86995,62915,107735
10,3,Finger Lakes,15-1252,Software Developers,4230,115515,111796,73499,136523
10,3,Finger Lakes,15-1253,Software Quality Assurance Analysts and Testers,590,95444,89517,64724,110804
10,3,Finger Lakes,15-1254,Web Developers,240,74023,67875,42051,90008
10,3,Finger Lakes,15-1255,Web and Digital Interface Designers,240,87233,82391,49191,106254
10,3,Finger Lakes,15-1299,"Computer Occupations, All Other",350,89689,83118,49769,109648
10,3,Finger Lakes,15-2011,Actuaries,70,147975,130647,81503,181211
10,3,Finger Lakes,15-2031,Operations Research Analysts,200,94186,83241,61123,110717
10,3,Finger Lakes,15-2041,Statisticians,60,107856,109051,77029,123270
10,3,Finger Lakes,15-2051,Data Scientists,560,99061,91296,55472,120854
10,3,Finger Lakes,17-0000,Architecture and Engineering Occupations,9590,88011,82615,55313,104360
10,3,Finger Lakes,17-1011,"Architects, Except Landscape and Naval",320,98186,87106,62177,116190
10,3,Finger Lakes,17-1012,Landscape Architects,60,76967,67668,53018,88940
10,3,Finger Lakes,17-1021,Cartographers and Photogrammetrists,,52735,51423,36804,60701
10,3,Finger Lakes,17-1022,Surveyors,140,73812,64511,49590,85922
10,3,Finger Lakes,17-2011,Aerospace Engineers,,106199,91419,82429,118084
10,3,Finger Lakes,17-2031,Biomedical Engineers,50,99126,98081,77186,110096
10,3,Finger Lakes,17-2041,Chemical Engineers,190,76955,64213,49683,90591
10,3,Finger Lakes,17-2051,Civil Engineers,840,92702,84149,65176,106466
10,3,Finger Lakes,17-2061,Computer Hardware Engineers,170,111914,106313,73299,131223
10,3,Finger Lakes,17-2071,Electrical Engineers,930,105891,106166,70912,123381
10,3,Finger Lakes,17-2072,"Electronics Engineers, Except Computer",310,109310,105689,72541,127695
10,3,Finger Lakes,17-2081,Environmental Engineers,170,91336,85350,61995,106006
10,3,Finger Lakes,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",70,100148,98741,76439,112002
10,3,Finger Lakes,17-2112,Industrial Engineers,2030,96671,93439,68647,110684
10,3,Finger Lakes,17-2131,Materials Engineers,,108412,93644,64811,130213
10,3,Finger Lakes,17-2141,Mechanical Engineers,1190,97570,96228,68220,112246
10,3,Finger Lakes,17-2199,"Engineers, All Other",350,106773,104013,69451,125434
10,3,Finger Lakes,17-3011,Architectural and Civil Drafters,270,62383,62361,45477,70836
10,3,Finger Lakes,17-3012,Electrical and Electronics Drafters,100,64433,58523,43211,75044
10,3,Finger Lakes,17-3013,Mechanical Drafters,180,62890,61279,45218,71726
10,3,Finger Lakes,17-3019,"Drafters, All Other",70,62833,61883,45925,71287
10,3,Finger Lakes,17-3022,Civil Engineering Technicians,120,60140,62654,41311,69554
10,3,Finger Lakes,17-3023,Electrical and Electronic Engineering Technicians,510,67457,65219,45068,78650
10,3,Finger Lakes,17-3024,Electro-Mechanical Technicians,,70467,65338,53307,79047
10,3,Finger Lakes,17-3025,Environmental Engineering Technicians,50,48324,49224,37360,53806
10,3,Finger Lakes,17-3026,Industrial Engineering Technicians,610,60551,58217,47431,67112
10,3,Finger Lakes,17-3027,Mechanical Engineering Technicians,240,61709,63166,46362,69383
10,3,Finger Lakes,17-3028,Calibration Technologists and Technicians,,58230,54500,38438,68127
10,3,Finger Lakes,17-3029,"Engineering Technicians, Except Drafters, All Other",130,60746,62780,40225,71007
10,3,Finger Lakes,17-3031,Surveying and Mapping Technicians,170,54718,50801,40048,62053
10,3,Finger Lakes,19-0000,"Life, Physical, and Social Science Occupations",3890,78102,68873,42883,95712
10,3,Finger Lakes,19-1012,Food Scientists and Technologists,70,78024,73937,49592,92241
10,3,Finger Lakes,19-1013,Soil and Plant Scientists,,89045,91836,60730,103203
10,3,Finger Lakes,19-1021,Biochemists and Biophysicists,,139204,156273,81952,167831
10,3,Finger Lakes,19-1022,Microbiologists,,78116,77318,53971,90190
10,3,Finger Lakes,19-1029,"Biological Scientists, All Other",70,98406,89378,61414,116903
10,3,Finger Lakes,19-1031,Conservation Scientists,,67193,61786,44223,78678
10,3,Finger Lakes,19-1032,Foresters,,71506,66921,50754,81882
10,3,Finger Lakes,19-1042,"Medical Scientists, Except Epidemiologists",160,94938,87218,53900,115456
10,3,Finger Lakes,19-2012,Physicists,,149773,137632,76778,186270
10,3,Finger Lakes,19-2021,Atmospheric and Space Scientists,,86521,83182,42744,108411
10,3,Finger Lakes,19-2031,Chemists,210,97001,85892,59971,115518
10,3,Finger Lakes,19-2032,Materials Scientists,,139911,133329,90049,164842
10,3,Finger Lakes,19-2041,"Environmental Scientists and Specialists, Including Health",200,72937,65296,50380,84215
10,3,Finger Lakes,19-2042,"Geoscientists, Except Hydrologists and Geographers",50,74434,68230,50892,86206
10,3,Finger Lakes,19-2099,"Physical Scientists, All Other",,120977,107797,72075,145428
10,3,Finger Lakes,19-3011,Economists,,117942,107277,79813,137007
10,3,Finger Lakes,19-3033,Clinical and Counseling Psychologists,120,99907,101000,65064,117328
10,3,Finger Lakes,19-3034,School Psychologists,510,73928,67123,51628,85079
10,3,Finger Lakes,19-3039,"Psychologists, All Other",,98517,111065,56195,119680
10,3,Finger Lakes,19-3051,Urban and Regional Planners,150,91980,85950,60408,107767
10,3,Finger Lakes,19-3093,Historians,70,41553,40550,31968,46345
